,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
375,Pawai,1,IN,1559790604,18,24.27,80.17,104.54,3.89
376,Maymyo,40,MM,1559790605,70,22.03,96.47,86.0,9.17
377,Goundam,14,ML,1559790606,9,16.42,-3.66,84.02,1.81
378,Fairbanks,75,US,1559790350,48,64.84,-147.72,64.99,9.17
379,Ler,0,NO,1559790609,93,63.2,10.3,54.0,4.7
380,Dukat,73,RS,1559790610,94,42.44,22.31,55.99,3.78
381,Lagoa,0,PT,1559790611,62,37.14,-8.45,59.0,9.17
382,Jaru,0,BR,1559790612,80,-10.43,-62.48,71.6,3.04
383,Portland,75,US,1559790557,59,45.52,-122.67,66.2,4.7
384,Hambantota,75,LK,1559790491,94,6.12,81.12,82.4,6.93
385,San Patricio,0,PY,1559790616,80,-26.98,-56.83,58.28,9.35
386,Hailar,0,CN,1559790617,35,49.2,119.7,66.2,4.54
387,Muswellbrook,0,AU,1559790618,35,-32.27,150.89,66.0,1.01
388,Kamaishi,75,JP,1559790619,69,39.28,141.86,73.4,4.7
389,Mehamn,96,NO,1559790620,72,71.03,27.85,46.04,7.31
390,Pleshanovo,0,RU,1559790622,100,57.46,28.17,55.4,2.24
391,Umm Lajj,0,SA,1559790623,71,25.02,37.27,86.9,13.87
392,Ambilobe,0,MG,1559790624,70,-13.19,49.05,68.54,7.87
393,Desaguadero,0,PE,1559790625,47,-16.56,-69.04,33.98,2.93
394,Gorom-Gorom,3,BF,1559790626,23,14.45,-0.24,96.8,5.08
395,Mumford,52,GH,1559790628,96,5.26,-0.76,73.94,3.69
396,Broken Hill,0,AU,1559790629,57,-31.97,141.45,50.0,17.22
397,Alugan,100,PH,1559790630,61,12.22,125.48,89.24,7.49
398,Pasighat,12,IN,1559790631,61,28.06,95.33,83.12,1.81
399,Rudnogorsk,44,RU,1559790632,41,57.27,103.75,67.64,3.02
400,Batagay-Alyta,0,RU,1559790633,43,67.8,130.41,45.14,7.38
401,Cap Malheureux,40,MU,1559790635,78,-19.98,57.61,73.4,14.99
402,Hualmay,45,PE,1559790636,91,-11.1,-77.61,62.06,14.58
403,Chase,1,US,1559790637,88,43.89,-85.64,64.4,3.36
404,Manado,40,ID,1559790638,74,1.49,124.85,86.0,3.36
405,Ancud,90,CL,1559790639,100,-41.87,-73.83,46.4,11.41
406,Sola,0,NO,1559790641,93,58.89,5.65,54.0,6.58
407,Maswa,0,TZ,1559790642,70,-3.18,33.77,64.22,4.52
408,Lucapa,74,AO,1559790643,49,-8.42,20.74,60.98,4.41
409,Kisiwani,1,TZ,1559790644,79,-4.13,37.95,61.16,4.03
410,Claremorris,100,IE,1559790645,93,53.72,-9.0,48.0,3.0
411,Bilma,47,NE,1559790646,18,18.69,12.92,90.14,9.42
412,Hanzhong,100,CN,1559790648,54,33.08,107.03,75.56,2.01
413,Lorengau,98,PG,1559790649,83,-2.02,147.27,83.66,5.57
414,Sao Miguel do Araguaia,98,BR,1559790650,53,-13.28,-50.16,79.52,4.94
415,Nome,90,US,1559790651,88,30.04,-94.42,80.6,10.29
416,Altamont,75,CA,1559790652,68,49.4,-98.5,66.2,8.23
417,Aksu,75,KZ,1559790654,67,52.04,76.93,57.2,8.95
418,Akureyri,90,IS,1559790655,74,65.68,-18.09,37.4,8.05
419,Tutoia,58,BR,1559790656,95,-2.76,-42.27,74.12,2.1
420,Oktyabrskoye,0,RU,1559790657,55,56.73,85.44,66.2,4.47
421,Marsa Matruh,0,EG,1559790658,88,31.35,27.25,69.8,3.36
422,Posse,2,BR,1559790659,68,-14.08,-46.36,71.78,6.26
423,Zhangjiakou,54,CN,1559790661,44,40.77,114.88,66.92,10.13
424,Anamur,0,TR,1559790662,87,36.08,32.84,57.2,4.7
425,Lisala,100,CD,1559790663,96,2.15,21.52,69.26,1.9
426,Bokhan,0,RU,1559790664,49,53.15,103.77,61.34,5.75
427,Los Llanos de Aridane,90,ES,1559790665,68,28.66,-17.92,68.0,12.75
428,Paraiso,5,MX,1559790667,15,24.01,-104.61,80.6,9.17
429,Mahajanga,20,MG,1559790668,83,-15.72,46.32,69.8,4.7
430,San Vicente,20,SV,1559790670,94,13.64,-88.78,80.6,3.36
431,Abrau-Dyurso,0,RU,1559790671,93,44.7,37.6,66.2,4.47
432,Dourdan,75,FR,1559790672,93,48.53,2.01,52.0,10.29
433,San Carlos del Zulia,100,VE,1559790673,75,9.0,-71.91,78.98,2.64
434,Rome,0,IT,1559790579,77,41.89,12.48,63.0,2.24
435,Sarankhola,100,BD,1559790675,81,22.31,89.79,84.2,5.1
436,Vredendal,5,ZA,1559790677,80,-31.68,18.49,57.38,11.12
437,Karratha,0,AU,1559790678,26,-20.74,116.85,74.3,24.92
438,Caravelas,11,BR,1559790679,76,-17.73,-39.27,73.58,10.47
439,Talara,19,PE,1559790680,88,-4.58,-81.27,68.72,21.21
440,North Bend,90,US,1559790681,82,43.41,-124.22,57.2,9.17
441,Oranjemund,89,ZA,1559790683,85,-28.55,16.43,55.76,13.29
442,Vila,0,IT,1559790684,72,45.18,8.4,68.0,5.82
443,Ormara,0,PK,1559790685,19,25.21,64.64,96.08,5.1
444,Mersin,0,TR,1559790686,83,36.81,34.63,70.0,6.93
445,Tilichiki,2,RU,1559790687,54,60.47,166.1,56.12,11.9
446,Hushitai,0,CN,1559790688,54,41.93,123.51,80.6,2.24
447,Shellbrook,40,CA,1559790690,34,53.22,-106.39,68.0,5.82
448,Nouadhibou,0,MR,1559790691,82,20.93,-17.03,66.2,20.8
449,Srivardhan,100,IN,1559790692,82,18.03,73.02,83.66,5.32
450,Chaohu,75,CN,1559790693,78,31.63,117.88,77.0,22.37
451,Effingham,1,US,1559790694,33,39.12,-88.54,73.4,4.7
452,Havoysund,99,NO,1559790695,76,71.0,24.66,50.0,11.41
453,Bend,1,US,1559790487,55,44.06,-121.32,66.99,11.41
454,Kiruna,100,SE,1559790482,76,67.86,20.23,51.8,9.17
455,Sibolga,100,ID,1559790699,73,1.74,98.78,82.58,2.21
456,Wajir,0,KE,1559790700,73,1.75,40.07,74.48,11.5
457,Sunyani,77,GH,1559790645,97,7.34,-2.33,72.14,6.31
458,Tumpat,75,MY,1559790702,83,6.2,102.17,82.4,3.36
459,Dawei,100,MM,1559790703,63,14.07,98.19,87.98,1.39
460,Morant Bay,20,JM,1559790705,66,17.88,-76.41,84.2,12.75
461,Bitkine,100,TD,1559790706,59,11.98,18.21,84.2,13.49
462,Jiayuguan,100,CN,1559790707,23,39.77,98.29,72.5,3.89
463,Nukus,0,UZ,1559790708,30,42.46,59.61,68.0,11.41
464,Dire Dawa,58,ET,1559790709,69,9.59,41.86,68.18,8.68
465,Manzil Salim,40,TN,1559790710,55,35.86,8.48,64.4,4.7
466,Gardendale,1,US,1559790712,64,32.03,-102.33,69.8,3.36
467,Narsaq,100,GL,1559790713,70,60.91,-46.05,42.8,4.7
468,La Ronge,20,CA,1559790714,42,55.1,-105.3,62.6,10.29
469,Mogok,100,MM,1559790715,87,22.92,96.51,76.46,2.19
470,Mackenzie,20,CA,1559790716,56,55.34,-123.09,59.0,4.7
471,Mayo,75,CA,1559790718,33,63.59,-135.9,60.8,9.17
472,Orangeburg,1,US,1559790719,94,33.49,-80.86,72.0,9.17
473,Treuchtlingen,40,DE,1559790720,82,48.96,10.91,69.01,4.7
474,Kaeo,3,NZ,1559790721,94,-35.1,173.78,61.0,15.55
475,Porkhov,0,RU,1559790722,100,57.77,29.55,55.4,2.24
476,Hobyo,95,SO,1559790724,70,5.35,48.53,79.88,20.56
477,Gizo,40,IL,1559790725,73,31.8,34.94,77.0,5.82
478,Alyangula,40,AU,1559790726,56,-13.85,136.42,73.4,11.41
479,Alihe,3,CN,1559790727,27,50.57,123.73,74.48,2.95
480,Marquette,40,US,1559790462,87,46.54,-87.4,51.01,3.36
481,Wanning,0,AT,1559790729,77,48.64,13.53,68.0,6.93
482,Tevriz,100,RU,1559790731,96,57.51,72.4,55.4,5.97
483,Dibombari,75,CM,1559790732,94,4.18,9.66,73.4,1.59
484,Nerang,100,AU,1559790733,49,-27.99,153.34,72.0,13.87
485,Grand Gaube,40,MU,1559790734,78,-20.01,57.66,73.4,14.99
486,Fare,13,PF,1559790735,81,-16.7,-151.02,81.14,18.23
487,Paeroa,70,NZ,1559790736,71,-37.37,175.68,57.99,8.99
488,Sao Felix do Xingu,1,BR,1559790731,82,-6.64,-51.99,71.6,3.49
489,Gemena,100,CD,1559790739,85,3.25,19.78,70.16,1.61
490,Majene,66,ID,1559790740,79,-3.54,118.97,82.76,21.21
491,Bestobe,100,KZ,1559790741,52,52.5,73.1,54.86,4.21
492,San-Pedro,99,CI,1559790742,98,4.75,-6.64,71.06,1.72
493,Paulo Ramos,0,BR,1559790743,97,-4.45,-45.24,71.06,1.92
494,Malazgirt,82,TR,1559790744,65,39.15,42.54,57.56,2.19
495,Erzurum,0,TR,1559790746,81,39.91,41.27,45.0,1.12
496,Yerbogachen,100,RU,1559790747,86,61.28,108.01,54.5,5.7
497,Tabuk,51,PH,1559790690,45,17.41,121.44,86.72,1.72
498,Seymchan,62,RU,1559790749,47,62.93,152.39,60.26,5.35
499,Awka,75,NG,1559790750,100,6.21,7.07,71.6,3.36
500,Shubarkuduk,0,KZ,1559790751,62,49.15,56.49,61.52,14.12
501,Hit,0,IQ,1559790753,21,33.64,42.83,89.42,9.33
502,Griffith,40,AU,1559790754,71,-34.29,146.06,57.0,12.75
503,Tynaarlo,40,NL,1559790755,87,53.08,6.62,62.01,8.05
504,Cabo Rojo,1,PR,1559790756,94,18.09,-67.15,82.0,3.36
505,Okha,30,RU,1559790757,81,53.59,142.95,43.52,7.45
506,Aginskoye,13,RU,1559790758,42,51.11,114.54,60.01,5.01
507,Dublin,75,IE,1559790760,93,53.35,-6.26,46.4,9.17
508,Carutapera,100,BR,1559790761,94,-1.2,-46.02,75.74,4.14
509,Svetogorsk,0,FI,1559790762,87,61.11,28.87,63.0,1.12
510,Daoukro,100,CI,1559790763,98,7.06,-3.97,72.68,3.18
511,Santa Rosa,100,AR,1559790766,100,-36.62,-64.29,48.2,1.12
512,Santa Margherita Ligure,0,IT,1559790767,68,44.33,9.21,68.0,18.34
513,Rawson,62,AR,1559790768,39,-43.3,-65.11,53.24,16.93
514,La Orilla,94,MX,1559790769,76,18.0,-102.23,79.88,0.67
515,Ozerne,89,UA,1559790771,96,50.18,28.74,61.52,7.78
516,Ignacio Zaragoza,90,MX,1559790772,88,20.02,-99.32,62.6,4.7
517,Kenai,1,US,1559790773,59,60.55,-151.26,66.0,8.05
518,Upington,0,ZA,1559790774,69,-28.46,21.24,39.2,2.24
519,Along,64,IN,1559790775,64,28.17,94.8,70.52,3.74
520,Walvis Bay,0,NA,1559790777,100,-22.95,14.51,53.01,2.24
521,Ambovombe,0,MG,1559790553,74,-25.18,46.09,73.22,11.41
522,Altay,100,CN,1559790782,48,47.83,88.13,60.44,5.61
523,Cananea,1,MX,1559790783,12,30.98,-110.3,82.4,9.17
524,Grajewo,10,PL,1559790784,94,53.65,22.46,66.0,8.55
525,Horqueta,0,PY,1559790785,79,-23.34,-57.05,60.62,7.54
526,Dunedin,78,NZ,1559790787,67,-45.87,170.5,50.0,14.0
527,Bowen,40,AU,1559790788,49,-20.01,148.25,72.0,17.22
528,Udachnyy,75,RU,1559790789,51,66.42,112.4,60.8,4.47
529,Dangtu,40,CN,1559790790,100,31.57,118.49,73.4,8.95
530,Ibatiba,27,BR,1559790791,95,-20.23,-41.51,55.04,7.47
531,Idrinskoye,38,RU,1559790793,54,54.37,92.14,65.48,7.0
532,Zephyrhills,90,US,1559790794,94,28.23,-82.18,82.4,3.36
533,Bonthe,100,SL,1559790795,84,7.53,-12.5,78.26,3.65
534,Nefteyugansk,0,RU,1559790796,48,61.09,72.61,66.2,8.95
535,Wasilla,75,US,1559790797,63,61.58,-149.44,66.2,9.17
